revendeur,categorie,titre,image,url,desc,prix,date
tunisianet,Ordinateurs & Tablettes,Pc de bureau Lenovo H50-50 / i5 4é Gén / 4 Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/35116-home/pc-de-bureau-lenovo-h50-50-i5-4e-gen-4-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/12533-pc-de-bureau-lenovo-h50-50-i5-4e-gen-4-go-cle-3g-offerte.html,"Processeur Intel Core i5-4460﻿, up to 3.4 Ghz, 6 Mo de mémoire cache - Mémoire 4 Go - Disque 500 Go﻿ - Carte graphique Intel HD Graphics - Lecteur de cartes - 2x USB 3.0 - 1x VGA - 1x HDMI - Garantie 1 an ",885.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Asus D310MT / i3 4è Gén / 4 Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/41328-home/pc-de-bureau-asus-d310mt-i3-4e-gen-4-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/14656-pc-de-bureau-asus-d310mt-i3-4e-gen-4-go-cle-3g-offerte.html,"Processeur Intel core i3-4170﻿﻿, 3.7 Ghz, 3 Mo de mémoire cache - 4 Go de mémoire - Disque 500 Go, 7200 tr/min﻿ - Carte Graphique Intel HD Graphics - Graveur DVD - Lecteur de cartes﻿﻿﻿ - ﻿USB 3.0 - Alimentation 350W - Clavier/Souris USB - Garantie 3 ans",895.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Lenovo H50-50 / i5 4é Gén / 6 Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/52745-home/pc-de-bureau-lenovo-h50-50-i5-4e-gen-6-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/18453-pc-de-bureau-lenovo-h50-50-i5-4e-gen-6-go-cle-3g-offerte.html,"Processeur Intel Core i5-4460﻿, up to 3.4 Ghz, 6 Mo de mémoire cache - Mémoire 6 Go - Disque 500 Go﻿ - Carte graphique Intel HD Graphics - Lecteur de cartes - 2x USB 3.0 - 1x VGA - 1x HDMI - Garantie 1 an ",912.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Lenovo ThinkCentre E73 / i5 4é Gén / 4 Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/49345-home/pc-de-bureau-lenovo-thinkcentre-e73-i5-4e-gen-4-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/17339-pc-de-bureau-lenovo-thinkcentre-e73-i5-4e-gen-4-go-cle-3g-offerte.html,"Processeur Intel Core i5-4460S 4é Génération, up to 3.4 Ghz, 6 Mo de mémoire cache - Mémoire 4 Go - Disque 500 Go, 7200 Rpm - Carte graphique Intel HD Graphics - Graveur DVD - Clavier & Souris USB - Garantie 1 an ",919.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Lenovo H50-50 / i5 4é Gén / 8 Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/52750-home/pc-de-bureau-lenovo-h50-50-i5-4e-gen-8-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/18454-pc-de-bureau-lenovo-h50-50-i5-4e-gen-8-go-cle-3g-offerte.html,"Processeur Intel Core i5-4460﻿, up to 3.4 Ghz, 6 Mo de mémoire cache - Mémoire 8 Go - Disque 500 Go﻿ - Carte graphique Intel HD Graphics - Lecteur de cartes - 2x USB 3.0 - 1x VGA - 1x HDMI - Garantie 1 an ",923.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Asus K31AD / i5 4è Gén / 4 Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/46098-home/pc-de-bureau-asus-k31ad-i5-4e-gen-4-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/16258-pc-de-bureau-asus-k31ad-i5-4e-gen-4-go-cle-3g-offerte.html,"Processeur Intel core i5-4460﻿﻿, up to 3.4 Ghz, 6 Mo de mémoire cache - 4 Go de mémoire - Disque 500 Go, 7200 tr/min﻿ - Carte Graphique Intel HD Graphics - Graveur DVD - Lecteur de cartes﻿﻿﻿ - ﻿USB 3.0 - HDMI - VGA - Clavier/Souris USB - Garantie 1 an",929.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau HP ProDesk 400 SFF / i3 4è Gén / 4 Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/41333-home/pc-de-bureau-hp-prodesk-400-sff-i3-4e-gen-4-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/14649-pc-de-bureau-hp-prodesk-400-sff-i3-4e-gen-4-go-cle-3g-offerte.html,"﻿Processeur Intel Core i3-4160﻿ 4é Génération, 3.6 GHz , 3 Mo de mémoire cache - Mémoire 4 Go - Disque 500 Go, 7200 tr/min - Carte Graphique Intel HD 4400﻿ - Graveur DVD - USB 3.0 - VGA - 1x Port Série - 1x DisplayPort 1.2 - Garantie 1 an",929.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Lenovo ThinkCentre E73 / i5 4é Gén / 6 Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/49349-home/pc-de-bureau-lenovo-thinkcentre-e73-i5-4e-gen-6-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/17340-pc-de-bureau-lenovo-thinkcentre-e73-i5-4e-gen-6-go-cle-3g-offerte.html,"Processeur Intel Core i5-4460S 4é Génération, up to 3.4 Ghz, 6 Mo de mémoire cache - Mémoire 6 o - Disque 500 Go, 7200 Rpm - Carte graphique Intel HD Graphics - Graveur DVD - Clavier & Souris USB - Garantie 1 an ",946.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau HP ProDesk 400 SFF / i3 4è Gén / 6 Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/45775-home/pc-de-bureau-hp-prodesk-400-sff-i3-4e-gen-6-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/16154-pc-de-bureau-hp-prodesk-400-sff-i3-4e-gen-6-go-cle-3g-offerte.html,"﻿Processeur Intel Core i3-4160﻿ 4é Génération, 3.6 GHz , 3 Mo de mémoire cache - Mémoire 6 Go - Disque 500 Go, 7200 tr/min - Carte Graphique Intel HD 4400﻿ - Graveur DVD - USB 3.0 - VGA - 1x Port Série - 1x DisplayPort 1.2 - Garantie 1 an",956.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Lenovo ThinkCentre E73 / i5 4é Gén / 8 Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/49353-home/pc-de-bureau-lenovo-thinkcentre-e73-i5-4e-gen-8-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/17341-pc-de-bureau-lenovo-thinkcentre-e73-i5-4e-gen-8-go-cle-3g-offerte.html,"Processeur Intel Core i5-4460S 4é Génération, up to 3.4 Ghz, 6 Mo de mémoire cache - Mémoire 8 o - Disque 500 Go, 7200 Rpm - Carte graphique Intel HD Graphics - Graveur DVD - Clavier & Souris USB - Garantie 1 an ",957.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Lenovo H50-50 / i5 4é Gén / 12 Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/52752-home/pc-de-bureau-lenovo-h50-50-i5-4e-gen-12-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/18455-pc-de-bureau-lenovo-h50-50-i5-4e-gen-12-go-cle-3g-offerte.html,"Processeur Intel Core i5-4460﻿, up to 3.4 Ghz, 6 Mo de mémoire cache - Mémoire 12 Go - Disque 500 Go﻿ - Carte graphique Intel HD Graphics - Lecteur de cartes - 2x USB 3.0 - 1x VGA - 1x HDMI - Garantie 1 an ",959.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Lenovo ThinkCentre E73 / i5 4é Gén / 12 Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/49357-home/pc-de-bureau-lenovo-thinkcentre-e73-i5-4e-gen-12-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/17342-pc-de-bureau-lenovo-thinkcentre-e73-i5-4e-gen-12-go-cle-3g-offerte.html,"Processeur Intel Core i5-4460S 4é Génération, up to 3.4 Ghz, 6 Mo de mémoire cache - Mémoire 12 Go - Disque 500 Go, 7200 Rpm - Carte graphique Intel HD Graphics - Graveur DVD - Clavier & Souris USB - Garantie 1 an ",994.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Dell Optiplex 3020 / i5 4é Gén / 4 Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/50759-home/pc-de-bureau-dell-optiplex-3020-i5-4e-gen-4-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/17889-pc-de-bureau-dell-optiplex-3020-i5-4e-gen-4-go-cle-3g-offerte.html,"Processeur Intel Core i5-4570 4é Génération , up to 3.6 Ghz , 6 Mo de mémoire cache - Mémoire 4 Go - Disque 500 Go - Carte graphique Intel HD Graphics - Graveur DVD - 8x USB 2.0 - Clavier & Souris USB - Garantie 3 ans ",999.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Lenovo H50-50 / i5 4é Gén / 16 Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/52761-home/pc-de-bureau-lenovo-h50-50-i5-4e-gen-16-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/18456-pc-de-bureau-lenovo-h50-50-i5-4e-gen-16-go-cle-3g-offerte.html,"Processeur Intel Core i5-4460﻿, up to 3.4 Ghz, 6 Mo de mémoire cache - Mémoire 16 Go - Disque 500 Go﻿ - Carte graphique Intel HD Graphics - Lecteur de cartes - 2x USB 3.0 - 1x VGA - 1x HDMI - Garantie 1 an ",1007.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Acer Extensa M2610 / i5 4è Gén / 4 Go + Clé 3G Offerte,http://www.tunisianet.com.tn/51366-home/pc-de-bureau-acer-extensa-m2610-i5-4e-gen-4-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/18102-pc-de-bureau-acer-extensa-m2610-i5-4e-gen-4-go-cle-3g-offerte.html,"Ecran 19.5"" TFT LED - Processeur Intel Core i5-4460﻿, up to 3.4 Ghz, 6 Mo de mémoire cache - 4 Go de mémoire - Disque 500 Go - Carte graphique Intel graphics - Graveur DVD - 8x USB - VGA - RJ45 - Clavier & Souris USB - Garantie 1 an...",1023.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Dell Optiplex 3020 / i5 4é Gén / 6 Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/51354-home/pc-de-bureau-dell-optiplex-3020-i5-4e-gen-6-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/18099-pc-de-bureau-dell-optiplex-3020-i5-4e-gen-6-go-cle-3g-offerte.html,"Processeur Intel Core i5-4570 4é Génération , up to 3.6 Ghz , 6 Mo de mémoire cache - Mémoire 6 Go - Disque 500 Go - Carte graphique Intel HD Graphics - Graveur DVD - 8x USB 2.0 - Clavier & Souris USB - Garantie 3 ans ",1026.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Dell Optiplex 3020 / i5 4é Gén / 8 Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/51357-home/pc-de-bureau-dell-optiplex-3020-i5-4e-gen-8-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/18100-pc-de-bureau-dell-optiplex-3020-i5-4e-gen-8-go-cle-3g-offerte.html,"Processeur Intel Core i5-4570 4é Génération , up to 3.6 Ghz , 6 Mo de mémoire cache - Mémoire 8 Go - Disque 500 Go - Carte graphique Intel HD Graphics - Graveur DVD - 8x USB 2.0 - Clavier & Souris USB - Garantie 3 ans ",1037.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Lenovo ThinkCentre E73 / i5 4é Gén / 16 Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/49361-home/pc-de-bureau-lenovo-thinkcentre-e73-i5-4e-gen-16-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/17343-pc-de-bureau-lenovo-thinkcentre-e73-i5-4e-gen-16-go-cle-3g-offerte.html,"Processeur Intel Core i5-4460S 4é Génération, up to 3.4 Ghz, 6 Mo de mémoire cache - Mémoire 16 Go - Disque 500 Go, 7200 Rpm - Carte graphique Intel HD Graphics - Graveur DVD - Clavier & Souris USB - Garantie 1 an ",1041.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de Bureau Lenovo All-in-One C360 Tactile / Blanc + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/48383-home/pc-de-bureau-lenovo-all-in-one-c360-tactile-blanc-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/16983-pc-de-bureau-lenovo-all-in-one-c360-tactile-blanc-cle-3g-offerte.html,"Ecran 19.5"" LED Tactile - Processeur Intel Pentium Dual Core G3240T, 2.7 GHz, 3 Mo de mémoire cache - Mémoire 4 Go - Disque 500 Go - Carte Graphique Intel HD Graphics - Graveur DVD  - Wifi - HDMI - Webcam/Haut parleur intégrés - Audio Dolby - Clavier + Souris USB - Couleur Blanc - Garantie 1 an",1049.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de Bureau Lenovo All-in-One C360 Tactile / Noir + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/31095-home/pc-de-bureau-lenovo-all-in-one-c360-tactile-noir-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/10875-pc-de-bureau-lenovo-all-in-one-c360-tactile-noir-cle-3g-offerte.html,"Ecran 19.5"" LCD Tactile - Processeur Intel Pentium Dual Core G3250T, 2.8 GHz, 3 Mo de mémoire cache - Mémoire 4 Go - Disque 500 Go - Carte Graphique Intel HD Graphics - Graveur DVD - Lecteur de carte - Wifi - HDMI - Webcam Haut parleur interne - Audio Dolby - Clavier + Souris USB - Couleur Noir - Garantie 1 an",1049.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Acer Extensa M2610 / i5 4è Gén / 6 Go + Clé 3G Offerte,http://www.tunisianet.com.tn/51370-home/pc-de-bureau-acer-extensa-m2610-i5-4e-gen-6-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/18103-pc-de-bureau-acer-extensa-m2610-i5-4e-gen-6-go-cle-3g-offerte.html,"Ecran 19.5"" TFT LED - Processeur Intel Core i5-4460﻿, up to 3.4 Ghz, 6 Mo de mémoire cache - 6 Go de mémoire - Disque 500 Go - Carte graphique Intel graphics - Graveur DVD - 8x USB - VGA - RJ45 - Clavier & Souris USB - Garantie 1 an...",1050.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Acer Extensa M2610 / i5 4è Gén / 8 Go + Clé 3G Offerte,http://www.tunisianet.com.tn/51374-home/pc-de-bureau-acer-extensa-m2610-i5-4e-gen-8-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/18104-pc-de-bureau-acer-extensa-m2610-i5-4e-gen-8-go-cle-3g-offerte.html,"Ecran 19.5"" TFT LED - Processeur Intel Core i5-4460﻿, up to 3.4 Ghz, 6 Mo de mémoire cache - 8 Go de mémoire - Disque 500 Go - Carte graphique Intel graphics - Graveur DVD - 8x USB - VGA - RJ45 - Clavier & Souris USB - Garantie 1 an...",1061.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Dell Optiplex 9020 / i5 4é Gén / 4Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/51343-home/pc-de-bureau-dell-optiplex-9020-i5-4e-gen-4go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/18094-pc-de-bureau-dell-optiplex-9020-i5-4e-gen-4go-cle-3g-offerte.html,"Processeur Intel Core i5-4590 4é Génération, up to 3.7 GHz , 6 Mo de mémoire cache - Mémoire 4 Go- Disque 500 Go - Carte graphique Intel HD Graphics - Graveur DVD - Ethernet Gigabit - 10x Ports USB - 1xVGA - 1xPort Série - Clavier et Souris USB - Garantie 3 ans ",1089.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Tout-en-un Lenovo C40-30 / i3 / 4Go / Noir + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/49295-home/pc-de-bureau-tout-en-un-lenovo-c40-30-i3-4go-noir-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/17325-pc-de-bureau-tout-en-un-lenovo-c40-30-i3-4go-noir-cle-3g-offerte.html,"Ecran 21.5"" Full HD﻿ - Processeur Intel Core i3-4005U, 1.7 GHz, 3 Mo de mémoire cache - 4 Go de mémoire - Disque 500 Go - Carte graphique Intel HD Graphics - Graveur DVD - HDMI - USB 3.0 - Lecteur de cartes - Webcam HD - Wifi - Garantie 1 an",1091.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Tout-en-un Lenovo C40-30 / i3 / 4Go / Blanc + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/49294-home/pc-de-bureau-tout-en-un-lenovo-c40-30-i3-4go-blanc-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/17324-pc-de-bureau-tout-en-un-lenovo-c40-30-i3-4go-blanc-cle-3g-offerte.html,"Ecran 21.5"" Full HD﻿ - Processeur Intel Core i3-4005U, 1.7 GHz, 3 Mo de mémoire cache - 4 Go de mémoire - Disque 500 Go - Carte graphique Intel HD Graphics - Graveur DVD - HDMI - USB 3.0 - Lecteur de cartes - Webcam HD - Wifi - Garantie 1 an",1091.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de Bureau Lenovo All-in-One E63z Tactile / i3 / 4Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/34756-home/pc-de-bureau-lenovo-all-in-one-e63z-tactile-i3-4go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/12381-pc-de-bureau-lenovo-all-in-one-e63z-tactile-i3-4go-cle-3g-offerte.html,"Ecran 19.5"" LED Tactile - Processeur Intel Core i3-4005U﻿, 1.7 Ghz, 3 Mo de mémoire cache - Mémoire 4 Go - Disque 500 Go, 7200 rpm - Carte graphique Intel HD Graphics - Wifi - Bluetooth - Garantie 1 an﻿",1109.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Asus D310MT / i5 4è Gén / 4 Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/41329-home/pc-de-bureau-asus-d310mt-i5-4e-gen-4-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/14657-pc-de-bureau-asus-d310mt-i5-4e-gen-4-go-cle-3g-offerte.html,"Processeur Intel core i5-4460﻿﻿, up to 3.4 Ghz, 6 Mo de mémoire cache - 4 Go de mémoire - Disque 500 Go, 7200 tr/min﻿ - Carte Graphique Intel HD Graphics - Graveur DVD - Lecteur de cartes﻿﻿﻿ - ﻿USB 3.0 - Alimentation 350W - Clavier/Souris USB - Garantie 3 ans﻿",1119.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Lenovo ThinkCentre E73 / i7 4é Gén / 4 Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/51285-home/pc-de-bureau-lenovo-thinkcentre-e73-i7-4e-gen-4-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/18077-pc-de-bureau-lenovo-thinkcentre-e73-i7-4e-gen-4-go-cle-3g-offerte.html,"Processeur Intel Core i7-4790S 4é Génération, up to 4 Ghz, 8 Mo de mémoire cache - Mémoire 4 Go - Disque 500 Go, 7200 Rpm - Carte graphique Intel HD Graphics - Graveur DVD - USB 3.0 - 1x VGA - Clavier & Souris USB - Garantie 1 an ",1149.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Lenovo ThinkCentre E73 / i7 4é Gén / 6 Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/51289-home/pc-de-bureau-lenovo-thinkcentre-e73-i7-4e-gen-6-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/18078-pc-de-bureau-lenovo-thinkcentre-e73-i7-4e-gen-6-go-cle-3g-offerte.html,"Processeur Intel Core i7-4790S 4é Génération, up to 4 Ghz, 8 Mo de mémoire cache - Mémoire 6 Go - Disque 500 Go, 7200 Rpm - Carte graphique Intel HD Graphics - Graveur DVD - USB 3.0 - 1x VGA - Clavier & Souris USB - Garantie 1 an ",1176.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Lenovo ThinkCentre E73 / i7 4é Gén / 8 Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/51293-home/pc-de-bureau-lenovo-thinkcentre-e73-i7-4e-gen-8-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/18079-pc-de-bureau-lenovo-thinkcentre-e73-i7-4e-gen-8-go-cle-3g-offerte.html,"Processeur Intel Core i7-4790S 4é Génération, up to 4 Ghz, 8 Mo de mémoire cache - Mémoire 8 Go - Disque 500 Go, 7200 Rpm - Carte graphique Intel HD Graphics - Graveur DVD - USB 3.0 - 1x VGA - Clavier & Souris USB - Garantie 1 an ",1187.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de Bureau Lenovo All-in-One C460 Tactile / Noir + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/31103-home/pc-de-bureau-lenovo-all-in-one-c460-tactile-noir-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/10878-pc-de-bureau-lenovo-all-in-one-c460-tactile-noir-cle-3g-offerte.html,"Ecran 21.5"" LCD Tactile - Processeur Intel core i3-4150T﻿, 3 GHz, 3 Mo de mémoire cache - Mémoire 4 Go - Disque 500 Go - Carte Graphique Intel HD Graphics﻿ - Graveur DVD - Lecteur de carte - Wifi - HDMI - Webcam Haut parleur interne - Audio Dolby - Clavier + Souris USB - Couleur Noir - Garantie 1 an",1189.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau HP ProDesk 400 G3 / i5 6è Gén / 4 Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/50389-home/pc-de-bureau-hp-prodesk-400-g3-i5-6e-gen-4-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/17759-pc-de-bureau-hp-prodesk-400-g3-i5-6e-gen-4-go-cle-3g-offerte.html,"Écran 20.7"" - ﻿Processeur Intel Core i5-6500 6è Génération, up to 3.6 GHz , 6 Mo de mémoire cache - Mémoire 4 Go - Disque 500 Go, 7200 tr/min - Carte Graphique Intel HD - Graveur DVD - 4x USB 3.0 - VGA - 1x Port Série - 1x DisplayPort - Garantie 1 an ",1199.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Lenovo ThinkCentre E73 / i7 4é Gén / 12 Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/51297-home/pc-de-bureau-lenovo-thinkcentre-e73-i7-4e-gen-12-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/18080-pc-de-bureau-lenovo-thinkcentre-e73-i7-4e-gen-12-go-cle-3g-offerte.html,"Processeur Intel Core i7-4790S 4é Génération, up to 4 Ghz, 8 Mo de mémoire cache - Mémoire 12 Go - Disque 500 Go, 7200 Rpm - Carte graphique Intel HD Graphics - Graveur DVD - USB 3.0 - 1x VGA - Clavier & Souris USB - Garantie 1 an ",1224.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc GAMER 3YW ROGUE  / i5 4é Gén / 8 Go / GTX 750Ti + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/46040-home/pc-gamer-3yw-rogue-i5-4e-gen-8-go-gtx-750ti-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/16224-pc-gamer-3yw-rogue-i5-4e-gen-8-go-gtx-750ti-cle-3g-offerte.html,"Garantie 3 ans - Processeur Intel Core i5-4460, 4é Génération, up to 3.4 GHz, 6 Mo de mémoire cache - Mémoire 8 Go - Disque 1 To - Carte graphique GeForce GTX 750 Ti﻿, 2 Go de mémoire DDR5 dédiée﻿",1229.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Tout-en-un Lenovo C40-30 Tactile / i3 / 4Go / Blanc + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/49312-home/pc-de-bureau-tout-en-un-lenovo-c40-30-tactile-i3-4go-blanc-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/17326-pc-de-bureau-tout-en-un-lenovo-c40-30-tactile-i3-4go-blanc-cle-3g-offerte.html,"Ecran 21.5"" Full HD﻿ Tactile - Processeur Intel Core i3-4005U, 1.7 GHz, 3 Mo de mémoire cache - 4 Go de mémoire - Disque 500 Go - Carte graphique Intel HD Graphics﻿ - Graveur DVD - HDMI - USB 3.0 - Lecteur de cartes - Webcam HD - Wifi - Garantie 1 an",1249.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Lenovo ThinkCentre E73 / i7 4é Gén / 16 Go + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/51301-home/pc-de-bureau-lenovo-thinkcentre-e73-i7-4e-gen-16-go-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/18081-pc-de-bureau-lenovo-thinkcentre-e73-i7-4e-gen-16-go-cle-3g-offerte.html,"Processeur Intel Core i7-4790S 4é Génération, up to 4 Ghz, 8 Mo de mémoire cache - Mémoire 16 Go - Disque 500 Go, 7200 Rpm - Carte graphique Intel HD Graphics - Graveur DVD - USB 3.0 - 1x VGA - Clavier & Souris USB - Garantie 1 an ",1271.000,2016/05/31
tunisianet,Ordinateurs & Tablettes,Pc de bureau Tout-en-un Lenovo C40-30 Tactile / i3 / 4Go / Blanc + ﻿Clé 3G Offerte,http://www.tunisianet.com.tn/49276-home/pc-de-bureau-tout-en-un-lenovo-c40-30-tactile-i3-4go-blanc-cle-3g-offerte.jpg,http://www.tunisianet.com.tn/ordinateur-bureau-tunisie/17315-pc-de-bureau-tout-en-un-lenovo-c40-30-tactile-i3-4go-blanc-cle-3g-offerte.html,"Ecran 21.5"" Full HD﻿ Tactile - Processeur Intel Core i3-4005U, 1.7 GHz, 3 Mo de mémoire cache - 4 Go de mémoire - Disque 500 Go - Carte graphique NVIDIA GeForce 820A, 1Go de mémoire dédiée﻿ - Graveur DVD - HDMI - USB 3.0 - Lecteur de cartes - Webcam HD - Wifi - Garantie 1...",1279.000,2016/05/31
